timestamp,itUno,bitdos,startar,stop,reset,start,Presion,nivel,depresion,velMotor1,velMotor2,velMotor3,posActuadorAir,posActfuel,posActH20,turno,operador
2025-11-05 16:20:27,False,True,False,True,True,False,37,174,156,113,75,190,161,158,162,Tarde,carlitos
